author,text,published_at,likes,clean_text
@HouseClarkzonian,"Guardian, Didn't you call this advert outdated?? Yet you can still buy Vinyl. I'm sure we know what you meant. The actual representation of a White British Family",2025-11-04 19:58:30+00:00,0,"guardian, didn't you call this advert outdated?? yet you can still buy vinyl. i'm sure we know what you meant. the actual representation of a white british family"
@pgm1972,very poor effort. where is the emotion ?,2025-11-04 19:56:58+00:00,0,very poor effort. where is the emotion ?
@MarcoArt-wy6hq,"Bring back the animals/ fantasy  
Christmas advents! ☹️",2025-11-04 19:51:50+00:00,4,bring back the animals/ fantasy christmas advents!
@SP-1414,Aftersun?,2025-11-04 19:44:16+00:00,0,aftersun?
@adygills5658,"Absolutely nailed it John Lewis! brought tears to my eyes, Ive no doubt there will be a few fathers feeling the same. I normally detest cheesey christmas ads but this was anything but. Ful marks.",2025-11-04 19:37:36+00:00,0,"absolutely nailed it john lewis! brought tears to my eyes, ive no doubt there will be a few fathers feeling the same. i normally detest cheesey christmas ads but this was anything but. ful marks."
@user-bc3lo5yc4r,Oh wow.. emotional. Well done JL.,2025-11-04 19:36:12+00:00,0,oh wow.. emotional. well done jl.
@jasonclark1556,Nailed it this year just wonderful,2025-11-04 19:35:39+00:00,0,nailed it this year just wonderful
@natashafranklin1646,"Nice a white family 
And a dad on the scene 
A married couple 
And a happy family 
And the power of music 
🎉❤🎉❤🎉❤",2025-11-04 19:31:38+00:00,2,nice a white family and a dad on the scene a married couple and a happy family and the power of music
@mattbee4091,YES!!!!!!! FANTASTIC!!!!!!!!! Incredible job 🙌,2025-11-04 19:19:19+00:00,0,yes!!!!!!! fantastic!!!!!!!!! incredible job
@ChrisWard-dy1lz,"Rubbish advert as always, I think John Lewis needs to learn that a Christmas advert needs to be festive",2025-11-04 19:16:33+00:00,2,"rubbish advert as always, i think john lewis needs to learn that a christmas advert needs to be festive"
@jayyoudeeee9096,WHITE FAMILY ON AN ADVERT??? WE ARE SO BACK,2025-11-04 19:16:12+00:00,13,white family on an advert??? we are so back
@stephmmcbride9197,Anybody who was a teenager in 90's will absolutely love that song the way it took the dad back is exactly what the song does to me every time  I hear it.   It really struck a nerve with me and will with anybody in my age group 40+. Lovely advert. Best one I've seen in a long time,2025-11-04 19:12:44+00:00,31,anybody who was a teenager in 90's will absolutely love that song the way it took the dad back is exactly what the song does to me every time i hear it. it really struck a nerve with me and will with anybody in my age group 40+. lovely advert. best one i've seen in a long time
@glenr4026,"I would of been better if you saw him on the dance floor and it showed him meeting his future wife etc,",2025-11-04 19:12:23+00:00,0,"i would of been better if you saw him on the dance floor and it showed him meeting his future wife etc,"
@JOEFINNOVIII,Amazing advert 🎉🎉🎉,2025-11-04 19:11:08+00:00,0,amazing advert
@stevencooper8298,Thank you JL,2025-11-04 19:07:22+00:00,0,thank you jl
@claudiasmith5022,And they nailed it - again!,2025-11-04 19:06:24+00:00,0,and they nailed it - again!
@sandradring6265,What a wonderful Xmas video…it made me cry. Well done John Lewis very special.🌟🌟,2025-11-04 19:05:30+00:00,0,what a wonderful xmas video…it made me cry. well done john lewis very special.
@93raver09,"Well done John Lewis, stepped out of the box to dare to produce something different. Some won't like it! Some will love it. Too many kids don't have a father figure in there lives. Some are lucky enough to have cool ones who like rave music. 
The tabloids probably won't like they tried to shut the music down all those years ago ""evil drug pushing music"" well F**k you now it's a part of Christmas. 🎉",2025-11-04 18:51:26+00:00,1,"well done john lewis, stepped out of the box to dare to produce something different. some won't like it! some will love it. too many kids don't have a father figure in there lives. some are lucky enough to have cool ones who like rave music. the tabloids probably won't like they tried to shut the music down all those years ago ""evil drug pushing music"" well f**k you now it's a part of christmas."
@SteeeV-q8t,"Why was Santa banned from Myanmar?
Because Santa ate Mymin spies.",2025-11-04 18:49:00+00:00,0,why was santa banned from myanmar? because santa ate mymin spies.
@glamourous1980,Omg this is just the perfect advert ❤ 😢,2025-11-04 18:48:23+00:00,0,omg this is just the perfect advert
@lindagoodswin9519,It is a nice ad but not very christmas like,2025-11-04 18:40:35+00:00,0,it is a nice ad but not very christmas like
@markjordan750,OMG that was insane!!!!!!!!!!!! 'Where Love Lives' was MY JAM in the 90s! I went directly back to the club!!!!!!!!!!!!!!!!!!!! It so has to chart again!,2025-11-04 18:38:29+00:00,0,omg that was insane!!!!!!!!!!!! 'where love lives' was my jam in the 90s! i went directly back to the club!!!!!!!!!!!!!!!!!!!! it so has to chart again!
@TeamBobRat,"Well, the creators have seen aftersun. Masterfully done though",2025-11-04 18:38:22+00:00,0,"well, the creators have seen aftersun. masterfully done though"
@clairehoare8764,This was just what we all needed 🎉,2025-11-04 18:35:54+00:00,0,this was just what we all needed
@stevevendy5753,Glad I don't buy the guardian,2025-11-04 18:31:32+00:00,0,glad i don't buy the guardian
@lb1116,"Also a hot Dad, thanks John Lewis for some eye candy (sorry I had to lighten the mood) ❤️😅🎄🥹",2025-11-04 18:25:46+00:00,0,"also a hot dad, thanks john lewis for some eye candy (sorry i had to lighten the mood) 🥹"
@anthonykempton1414,This advert was written for me -,2025-11-04 18:22:12+00:00,1,this advert was written for me -
@DenisTynan,The worst Christian ad ever...best one was the fire breathing dragon a few years ago,2025-11-04 18:21:40+00:00,0,the worst christian ad ever...best one was the fire breathing dragon a few years ago
@NickWard-f6l,Gen x unite ...we had the best years ...Banging tune .,2025-11-04 18:19:26+00:00,0,gen x unite ...we had the best years ...banging tune .
@mrdee3561,"As a once single Dad who brought up two sons, I totally get this. A family rift means that I don't see my first born, 40 year old son much. Communication is definitely  the key.",2025-11-04 18:16:46+00:00,7,"as a once single dad who brought up two sons, i totally get this. a family rift means that i don't see my first born, 40 year old son much. communication is definitely the key."
@jacob-e8c,BRILLIANT! Got me again! 🥹👌😍,2025-11-04 18:04:16+00:00,3,brilliant! got me again! 🥹
@WDH59510,"As the father of a teenage boy, this ad speaks to me. Well played John Lewis.",2025-11-04 17:55:10+00:00,4,"as the father of a teenage boy, this ad speaks to me. well played john lewis."
@leslieleatham4601,Awesome,2025-11-04 17:51:19+00:00,2,awesome
@straightouttacornwall,Old skool was the best school,2025-11-04 17:47:14+00:00,2,old skool was the best school
@SometimesYouJustGottaSayIt,this hits hard,2025-11-04 17:44:42+00:00,1,this hits hard
@Ab-w2b,Love this!,2025-11-04 17:39:09+00:00,1,love this!
@daveGraham86,Wow 🥲,2025-11-04 17:37:22+00:00,1,wow 🥲
@TheGamingPile,I just don't understand what the advert is about?,2025-11-04 17:35:34+00:00,1,i just don't understand what the advert is about?
@fleece96,"Not a big fan of Christmas adverts and all that stuff, but John Lewis... offt got my heartstrings x",2025-11-04 17:29:35+00:00,1,"not a big fan of christmas adverts and all that stuff, but john lewis... offt got my heartstrings x"
@jamestaylor3836,At last a decent advert. Well done John Lewis👌,2025-11-04 17:28:34+00:00,1,at last a decent advert. well done john lewis
@tonyg4538,Best ever JL ad and no one else is going to be able to top that ad this Xmas.,2025-11-04 17:26:37+00:00,70,best ever jl ad and no one else is going to be able to top that ad this xmas.
@kaystar1844,Its great to see finally fathers being represented as a figure who also deserves love just as much as mothers. They matter too❤,2025-11-04 17:20:01+00:00,1083,its great to see finally fathers being represented as a figure who also deserves love just as much as mothers. they matter too
@tinamartin8890,The advert could have hit so much harder with a better song. In my opinion,2025-11-04 17:18:27+00:00,1,the advert could have hit so much harder with a better song. in my opinion
@rebeccacorrigan9142,Americans,2025-11-04 17:12:18+00:00,0,americans
@ShabbaNasty,Finally a decent one! More emotional and less gimmicky,2025-11-04 17:10:18+00:00,0,finally a decent one! more emotional and less gimmicky
@Paddy-p2g,CHOON!,2025-11-04 17:04:48+00:00,0,choon!
@paulpotter8466,Best ad ever well done,2025-11-04 17:04:02+00:00,0,best ad ever well done
@annac8228,Thought the ad was naff til reading the comments,2025-11-04 16:54:40+00:00,0,thought the ad was naff til reading the comments
@lesgutsche6279,Beautiful. ❤,2025-11-04 16:47:15+00:00,1,beautiful.
@kellieb3117,Nailed it 👌🏼👌🏼👌🏼 best one yet John Lewis,2025-11-04 16:42:09+00:00,4,nailed it best one yet john lewis
@robbymacbeath,"A strong, simple but effective message ”if you can’t find the words, find the gift“. No frills advertising and John Lewis going back to the basics, at long last!  🎄
Well done team, from a raver Dad with a misspent youth 😲",2025-11-04 16:34:50+00:00,1,"a strong, simple but effective message ”if you can’t find the words, find the gift“. no frills advertising and john lewis going back to the basics, at long last! well done team, from a raver dad with a misspent youth"
@Gaf68TV,"Excellent advert, congratulations John Lewis",2025-11-04 16:34:25+00:00,8,"excellent advert, congratulations john lewis"
@trudig4258,That's me and my girls (friends since childhood) tune! ❤️,2025-11-04 16:30:33+00:00,1,that's me and my girls (friends since childhood) tune!
@glenr4026,Don’t do drugs I think is the message,2025-11-04 16:29:16+00:00,5,don’t do drugs i think is the message
@darreno2428,This is me and my son 100%. This was the tune of my raving youth. I often go into day dreams like that when listening to it. Watching this made me cry.,2025-11-04 16:25:16+00:00,2,this is me and my son 100%. this was the tune of my raving youth. i often go into day dreams like that when listening to it. watching this made me cry.
@amysergenson482,This is beautiful ❤❤,2025-11-04 16:23:28+00:00,0,this is beautiful
@jonwiganrobby,I'm getting sixth sense vibes... hope I'm wrong,2025-11-04 16:22:42+00:00,0,i'm getting sixth sense vibes... hope i'm wrong
@neilhastie6283,It’s a winner!!,2025-11-04 16:19:52+00:00,0,it’s a winner!!
@ghosthorse77,"What a load of rubbish! The comments below, bots, AI, and paid comments. People I read have all said how bad it is, and I agree.",2025-11-04 16:12:07+00:00,2,"what a load of rubbish! the comments below, bots, ai, and paid comments. people i read have all said how bad it is, and i agree."
@supermariobruvva,We all saw Aftersun,2025-11-04 16:06:08+00:00,0,we all saw aftersun
@theromanceofwax,This mofucker made me cry my eyes out. My sons love house music just like me. Cant wait till we can experience it all together,2025-11-04 16:04:49+00:00,2,this mofucker made me cry my eyes out. my sons love house music just like me. cant wait till we can experience it all together
@markrooney3790,"Not a bad try, but still has nothing on Kevin the Carrot.🥕",2025-11-04 16:00:58+00:00,2,"not a bad try, but still has nothing on kevin the carrot.🥕"
@Philosoph-ali,I’ve got access to the kids but they don’t wanna see me,2025-11-04 15:59:56+00:00,1,i’ve got access to the kids but they don’t wanna see me
@Ftanftangfnarrr,Did the daughter buy the pills to go with it?,2025-11-04 15:55:43+00:00,1,did the daughter buy the pills to go with it?
@familyadventuredays1203,Research Please? I’d love to see some research how brands spending tens of millions on these Xmas adverts gets people in the store? If you shop at John Lewis you already shop there or go in for a product… these generic brand adverts don’t make me want to go shop in John Lewis. If they said we have this product and it’s £20 cheaper then Argos I’d go in,2025-11-04 15:53:40+00:00,1,research please? i’d love to see some research how brands spending tens of millions on these xmas adverts gets people in the store? if you shop at john lewis you already shop there or go in for a product… these generic brand adverts don’t make me want to go shop in john lewis. if they said we have this product and it’s £20 cheaper then argos i’d go in
@sarahsselection,"Love John Lewis, dislike this advert 😂",2025-11-04 15:46:14+00:00,3,"love john lewis, dislike this advert"
@FoxM,Definitely got inspiration from the movie Aftersun with Paul Mescal,2025-11-04 15:43:57+00:00,2,definitely got inspiration from the movie aftersun with paul mescal
@pwizzle1212,This is just lifted from a scene in Aftersun.,2025-11-04 15:40:37+00:00,17,this is just lifted from a scene in aftersun.
@roberttotten8874,I do miss my old club days but what I have now with my family/son is worth so much more. Lovely advert recognising love between a father and son ❤,2025-11-04 15:38:55+00:00,3,i do miss my old club days but what i have now with my family/son is worth so much more. lovely advert recognising love between a father and son
@andrewallsop7856,I thought it gave the impression he was blind ?,2025-11-04 15:37:03+00:00,0,i thought it gave the impression he was blind ?
@StumpyHead79,Brilliant add,2025-11-04 15:27:51+00:00,0,brilliant add
@JeremyWithers1,"This feels very heavily inspired by the film Aftersun. It's a masterpiece and if you are reading this comment, do yourself a favour and go watch it.",2025-11-04 15:26:02+00:00,2,"this feels very heavily inspired by the film aftersun. it's a masterpiece and if you are reading this comment, do yourself a favour and go watch it."
@Macphisto77,Shame your newspaper completely slated it.  After reading your article you should be ashamed of yourselves.,2025-11-04 15:24:56+00:00,1,shame your newspaper completely slated it. after reading your article you should be ashamed of yourselves.
@yougiveloveabadname2,Best Christmas advert ever,2025-11-04 15:20:00+00:00,1,best christmas advert ever
@danmullins890,What merch is John Lewis gonna tie in with this? Half a dove and a bottle of water gift pack? 💊,2025-11-04 15:19:46+00:00,2,what merch is john lewis gonna tie in with this? half a dove and a bottle of water gift pack?
@francescakerr8433,My baby was born on Christmas Eve 2024. This has been the best year of my life. It’s going way to quick though. This got me ❤️,2025-11-04 15:18:47+00:00,3,my baby was born on christmas eve 2024. this has been the best year of my life. it’s going way to quick though. this got me
@anne-marie2407,I LOVE LOVE LOVE IT ❤❤❤❤❤,2025-11-04 15:11:41+00:00,0,i love love love it
@mattdedasc,This was great. A bit shocked to see a white British family celebrating traditional things with a very relatable story. Well done. Well done,2025-11-04 15:09:50+00:00,3,this was great. a bit shocked to see a white british family celebrating traditional things with a very relatable story. well done. well done
@Gullsz,"What’s ya name, where ya from, wot ya on.",2025-11-04 15:06:08+00:00,0,"what’s ya name, where ya from, wot ya on."
@jacobrist5537,Anyone know what the blue sweater is?,2025-11-04 15:04:34+00:00,0,anyone know what the blue sweater is?
@pierre4771,Superb advert,2025-11-04 15:04:21+00:00,0,superb advert
@AlisonMoore-x3h,What a blast from my past.  Love that this song will be everywhere now 🎵,2025-11-04 14:58:53+00:00,0,what a blast from my past. love that this song will be everywhere now
@krisgater6891,Another unrealistic cheesy advert thought up by college graduates with issues..,2025-11-04 14:55:48+00:00,1,another unrealistic cheesy advert thought up by college graduates with issues..
@dietchipsacro7077,"Brilliant advert and very relatable, I was expecting something awful after reading what  The Guardian writer Stuart Heritage wrote about it. If you can't find this moving and endearing, I actually feel sorry for you, as you have had something missing in your early and later life.",2025-11-04 14:48:31+00:00,3,"brilliant advert and very relatable, i was expecting something awful after reading what the guardian writer stuart heritage wrote about it. if you can't find this moving and endearing, i actually feel sorry for you, as you have had something missing in your early and later life."
@426john,Wow !!  A White family !,2025-11-04 14:45:57+00:00,4,wow !! a white family !
@psrpippy,Absolutely guarantee this will be back in the charts by December.  A Christmas number 1 I hope.,2025-11-04 14:42:06+00:00,44,absolutely guarantee this will be back in the charts by december. a christmas number 1 i hope.
@jakkiglasgow8635,Memories  are what make cry x,2025-11-04 14:32:48+00:00,1,memories are what make cry x
@JennaLeeAnderson,This is a fantastic ad. Well done 🎉,2025-11-04 14:22:54+00:00,0,this is a fantastic ad. well done
@CUSTARDMIKE,Middle aged white man being portrayed in a positive light! That’s Gary Neville’s custom John Lewis have lost.,2025-11-04 14:22:54+00:00,0,middle aged white man being portrayed in a positive light! that’s gary neville’s custom john lewis have lost.
@BRFCBlueWhiteArmy,"LOVE THIS. 
One for the Dads
One for the lads that found love in the club and kids
We never grow out of that feeling 🎶",2025-11-04 14:22:13+00:00,12,love this. one for the dads one for the lads that found love in the club and kids we never grow out of that feeling
@blujez,"CALL THE COPS, DAD'S OFF HIS CHOPS",2025-11-04 14:11:49+00:00,20,"call the cops, dad's off his chops"
@Coach_luciamizzoni,Absolutely love this! Probably the best ad ever watched!! Cried so much watching it! My son is 17 and my husband is such an amazing dad! He teared up too! ❤❤❤❤❤❤❤❤❤❤❤,2025-11-04 14:01:52+00:00,18,absolutely love this! probably the best ad ever watched!! cried so much watching it! my son is 17 and my husband is such an amazing dad! he teared up too!
@Daz-jw9sn,Someone explain what the advert is ? I’m a dad and grandad and this tune is unreal BTW.. but I’m getting mixed feelings about it ❤,2025-11-04 13:57:13+00:00,0,someone explain what the advert is ? i’m a dad and grandad and this tune is unreal btw.. but i’m getting mixed feelings about it
@Daz-jw9sn,What a tune 🎵,2025-11-04 13:53:24+00:00,3,what a tune
@joanne42-l55,I think is the best advert I've watched in a long time. Not just christmas advert the best advert.,2025-11-04 13:38:39+00:00,169,i think is the best advert i've watched in a long time. not just christmas advert the best advert.
@davidhazell2129,"Best Christmas ad for a very very long time well done, John Lewis",2025-11-04 13:36:49+00:00,3,"best christmas ad for a very very long time well done, john lewis"
@3boysproud,Brilliant best house music tune EVER,2025-11-04 13:35:15+00:00,1,brilliant best house music tune ever
@hayleydavenport7913,"Definitely gone in on a certain audience, let’s hope it’s not too upsetting for a lot of children out there 😬 and it hits where it should 🙏 … merry Christmas 🎄",2025-11-04 13:33:54+00:00,2,"definitely gone in on a certain audience, let’s hope it’s not too upsetting for a lot of children out there and it hits where it should … merry christmas"
@jah7190,Finally! A great advert ❤,2025-11-04 13:25:24+00:00,5,finally! a great advert
@keramccann343,I cry every year at these adverts. This year was no exception haha but I blame the pregnancyhormones too. Lovely advert,2025-11-04 13:23:27+00:00,0,i cry every year at these adverts. this year was no exception haha but i blame the pregnancyhormones too. lovely advert
@francescajohnston6194,It's not an ad.. it's literally ripped off aftersun?,2025-11-04 13:21:35+00:00,1,it's not an ad.. it's literally ripped off aftersun?
@aleugenio,Wow! It brought me tears... The memories that music can give us. Alison Limerick on loop during the festive season! ✊🏽💖🎶🪩🌲,2025-11-04 13:19:43+00:00,0,wow! it brought me tears... the memories that music can give us. alison limerick on loop during the festive season! 🪩
@inkeriperonius6107,Still love the Boxer doggo!,2025-11-04 13:14:55+00:00,0,still love the boxer doggo!
@adeventuresuk,Well it certainly got me 🙏🙏🙏,2025-11-04 13:12:02+00:00,0,well it certainly got me
@se4nyboy,Well this country has pretty much killed Christmas any way as well as any other Christian holiday but the add is bad,2025-11-04 13:11:09+00:00,0,well this country has pretty much killed christmas any way as well as any other christian holiday but the add is bad
@Carmine_Lupertazzi,"Well done JL, I actually cried in front of my son whilst watching this. Best commercial I've seen in over a decade.  Merry Christmas x",2025-11-04 13:10:22+00:00,24,"well done jl, i actually cried in front of my son whilst watching this. best commercial i've seen in over a decade. merry christmas x"
@georgedalton3873,Very well done John Lewis for the terrific 2025 Christmas Advert.,2025-11-04 13:06:17+00:00,0,very well done john lewis for the terrific 2025 christmas advert.
@C.P-t8i,Aftersun will see you in court,2025-11-04 13:04:53+00:00,7,aftersun will see you in court
@DjJDtech,what a miserable xmas advert,2025-11-04 13:04:29+00:00,2,what a miserable xmas advert
@394pjo,A very clever way of deliberately toning down the christian imagery and festivities that has always been central to all previous John Lewis Ads. And judging by the comments here it has worked a treat.,2025-11-04 13:04:17+00:00,0,a very clever way of deliberately toning down the christian imagery and festivities that has always been central to all previous john lewis ads. and judging by the comments here it has worked a treat.
@TheRedhot47,"Nostalgia and love, you can't go wrong with that for the Christmas period... love it ❤",2025-11-04 13:00:47+00:00,1,"nostalgia and love, you can't go wrong with that for the christmas period... love it"
@annekathleen4498,I think it's beautiful. We need more positive images of dad's.,2025-11-04 13:00:09+00:00,328,i think it's beautiful. we need more positive images of dad's.
@RogueWJL,"Beautiful.

Premier choice of music-one of the finest from the fabulous 1990s.",2025-11-04 12:58:31+00:00,0,beautiful. premier choice of music-one of the finest from the fabulous 1990s.
@AsianChubbiBunni,WTH I literally used this marketing concept using an old man and all being transported in time through music.,2025-11-04 12:51:07+00:00,0,wth i literally used this marketing concept using an old man and all being transported in time through music.
@pzmills,"I was too young to rave in the 90s but this song got me dancing at my desk while WFH, then the change in tempo 😢 - great ad!",2025-11-04 12:49:19+00:00,5,"i was too young to rave in the 90s but this song got me dancing at my desk while wfh, then the change in tempo - great ad!"
@benmorris697,*watches aftersun once*,2025-11-04 12:48:29+00:00,1,*watches aftersun once*
@katieprandle5613,Was amazing until whoever started singing the slowed down version.,2025-11-04 12:43:21+00:00,0,was amazing until whoever started singing the slowed down version.
@Ennahdee,Ebeneezer Goode would've been a better choice,2025-11-04 12:40:44+00:00,2,ebeneezer goode would've been a better choice
@lockleaze,So what is the “official” John Lewis Xmas ad? Because I thought it was the Angel on the tree one?,2025-11-04 12:39:58+00:00,0,so what is the “official” john lewis xmas ad? because i thought it was the angel on the tree one?
@lesleypinnelli8819,Wow. I was in tears watching this. Really tugs on the heartstrings. Wonder if this will aid father and sons bonding?,2025-11-04 12:38:20+00:00,1,wow. i was in tears watching this. really tugs on the heartstrings. wonder if this will aid father and sons bonding?
@bigmikex11,Well done John Lewis I lost my son 2017 I love this advert thank you 🙂,2025-11-04 12:34:59+00:00,204,well done john lewis i lost my son 2017 i love this advert thank you
@user-mi4ey6bb1e,It's Sh*t!. Tell us your creative team had no cash to spend on an advert this yr without telling us🙄,2025-11-04 12:28:31+00:00,2,it's sh*t!. tell us your creative team had no cash to spend on an advert this yr without telling us
@sim-b123,I miss these days sooooo much,2025-11-04 12:28:00+00:00,0,i miss these days sooooo much
@milkand1,❤ I'm an old dad and I feel this. Bonding over music,2025-11-04 12:25:34+00:00,1,i'm an old dad and i feel this. bonding over music
@andrew12348,"""Thanks, but I've got the original pressing of this son, got a receipt?""",2025-11-04 12:22:34+00:00,0,"""thanks, but i've got the original pressing of this son, got a receipt?"""
@lambo6134,That one got me! Great job John Lewis,2025-11-04 12:20:16+00:00,0,that one got me! great job john lewis
@kaisershmoo,"OMG! I'm a 56 yr old Dad with a 15 yr old son going through a horrible separation with his Mum. My son hasn't spoken to me or seen me for almost a year. this ad just hit an absolute nerve. I used to rave back in the day and this Alison Limerick tune is my all time favourite tune. the flash backs of the son as a toddler, everything - I've been in bits watching this in bits 😭",2025-11-04 12:15:05+00:00,517,"omg! i'm a 56 yr old dad with a 15 yr old son going through a horrible separation with his mum. my son hasn't spoken to me or seen me for almost a year. this ad just hit an absolute nerve. i used to rave back in the day and this alison limerick tune is my all time favourite tune. the flash backs of the son as a toddler, everything - i've been in bits watching this in bits"
@JonathanTUTOR-jp3ci,Not doing it for me. Feels too short. Not keen on the song; doesn’t feel Christmassy - feels more like a birthday advertisement. The boy can always text his dad as we’re not living in the 90s now.,2025-11-04 12:14:50+00:00,2,not doing it for me. feels too short. not keen on the song; doesn’t feel christmassy - feels more like a birthday advertisement. the boy can always text his dad as we’re not living in the 90s now.
@JamesWynne-r6h,But John Lewis don't sell vinyl!!!,2025-11-04 12:13:14+00:00,0,but john lewis don't sell vinyl!!!
@Adam-em1oc,Sadly men and boys still find it tough to express their feelings 😢,2025-11-04 12:06:41+00:00,5,sadly men and boys still find it tough to express their feelings
@JamesLee-qy1fj,"Genius 
This wins",2025-11-04 12:05:55+00:00,1,genius this wins
@Clara-ph7my,Dad dancing (my husband) is the biggest laugh in our house. Especially when rave music gets played. ''You're twistin' my melon man'. Love our Christmas with our now grown children and grand child. It is sharing life times and memories and some bloomin decent music also!,2025-11-04 12:03:40+00:00,2,dad dancing (my husband) is the biggest laugh in our house. especially when rave music gets played. ''you're twistin' my melon man'. love our christmas with our now grown children and grand child. it is sharing life times and memories and some bloomin decent music also!
@busterljf7662,Brilliantly made and with a genuine meaning and focus unlike the majority who just turn out the usual DEI tripe,2025-11-04 12:00:32+00:00,1,brilliantly made and with a genuine meaning and focus unlike the majority who just turn out the usual dei tripe
@TwoGenOneTeam,Probably a controversial opinion but it’s not the greatest Christmas advert. I doubt John Lewis will be in the running for the ‘best Christmas advert’ this year unfortunately.,2025-11-04 11:58:53+00:00,8,probably a controversial opinion but it’s not the greatest christmas advert. i doubt john lewis will be in the running for the ‘best christmas advert’ this year unfortunately.
@beckybird2156,Loved it……❤❤❤,2025-11-04 11:57:36+00:00,0,loved it……
@Timjacks01,Kids hard drive needs checking,2025-11-04 11:56:41+00:00,0,kids hard drive needs checking
@Kev.Channel,One of John Lewis's best Christmas adverts so far 👊🏼,2025-11-04 11:53:15+00:00,166,one of john lewis's best christmas adverts so far
@gemmi1,I don't get it,2025-11-04 11:51:37+00:00,1,i don't get it
@joaoguimaraes5430,Love it!!!!,2025-11-04 11:48:44+00:00,0,love it!!!!
@JemTheWire,"Sorry, doesn't do it for me.",2025-11-04 11:47:33+00:00,1,"sorry, doesn't do it for me."
@samuelsupple2105,I’m not crying you’re crying 😭 🎄 ⛄️beautiful ad,2025-11-04 11:47:04+00:00,28,i’m not crying you’re crying beautiful ad
@JacopoGi,Loving it! Happy Xmas all,2025-11-04 11:43:11+00:00,0,loving it! happy xmas all
@rh6777,The young lad is a spits of Sam Fender,2025-11-04 11:36:09+00:00,0,the young lad is a spits of sam fender
@RetroJames75,"After years of copy/paste ""child with animal/imaginary creature/let's chuck as much CGI at it"" campaigns, this one is absolutely brilliant. It really got me - the first great John Lewis Christmas advert since 2011. Back to people and simplicity. As a 50 year-old dad with an 18 year old son, I can totally relate to this.",2025-11-04 11:30:51+00:00,76,"after years of copy/paste ""child with animal/imaginary creature/let's chuck as much cgi at it"" campaigns, this one is absolutely brilliant. it really got me - the first great john lewis christmas advert since 2011. back to people and simplicity. as a 50 year-old dad with an 18 year old son, i can totally relate to this."
@johnjchapman1463,Positive masculinity and the timing couldn't be better!,2025-11-04 11:30:35+00:00,809,positive masculinity and the timing couldn't be better!
@emmacheeseman5440,What a lovely advert! Its so lovely to have an advert where fathers and sons are bonding and showing love for each other its so often overlooked in media xx,2025-11-04 11:30:35+00:00,97,what a lovely advert! its so lovely to have an advert where fathers and sons are bonding and showing love for each other its so often overlooked in media xx
@danieljamesmead,"As someone who thinks 'THE' scene in Aftersun is one of the most powerful, original, heart wrenching things I've ever watched, I think this advert is utterly shameless. Its wholesale ripped it off for commercial gain. Yuck.",2025-11-04 11:26:51+00:00,11,"as someone who thinks 'the' scene in aftersun is one of the most powerful, original, heart wrenching things i've ever watched, i think this advert is utterly shameless. its wholesale ripped it off for commercial gain. yuck."
@QuizTimeUK,"Great advert! Music is a ‘Time Machine’, although it takes us all to some place different.",2025-11-04 11:26:04+00:00,0,"great advert! music is a ‘time machine’, although it takes us all to some place different."
@clarksonbarry,Christmas is more than just party and presents,2025-11-04 11:23:35+00:00,0,christmas is more than just party and presents
@leonardmartingeraghty5079,"No Xmas vibe for me,sorry a Big No !!!",2025-11-04 11:20:45+00:00,1,"no xmas vibe for me,sorry a big no !!!"
@maddad4291,"Finally just a lovely Christmas advert with no hidden agendas,well done👍",2025-11-04 11:17:06+00:00,1,"finally just a lovely christmas advert with no hidden agendas,well done"
@RUSH2112RUSH,"Judging by the comments I guess I'm in the minority, and likely missing something, but I just find this advert rather depressing. 
Just for clarification I'm a man in his early 60s and have a son and daughter both in their mid 30s.",2025-11-04 11:15:32+00:00,4,"judging by the comments i guess i'm in the minority, and likely missing something, but i just find this advert rather depressing. just for clarification i'm a man in his early 60s and have a son and daughter both in their mid 30s."
@MG63,Alison Limerick we love you.  👍❤👍  Thanks JL.,2025-11-04 11:12:15+00:00,8,alison limerick we love you. thanks jl.
@MixerandMrs,"How relatable, I am the oldest out of me and my bro. And have a dad who loves all 80's music (mum not so much - shes too young for all that 😂) we all have a record player and express as much of our history and feelings in music that we love. JL has produced a non expensive gift giving advert without theatrics and not even a major push on their stores. Its not an advert screaming john lewis and partners...its a Christmas advert that pulls at heart strings, makes you smile, makes you think.... yeah, you got it right. Followed by..... I think im getting in the mood for Christmas.... I wonder how mum and dad are? :)",2025-11-04 11:11:13+00:00,14,"how relatable, i am the oldest out of me and my bro. and have a dad who loves all 80's music (mum not so much - shes too young for all that ) we all have a record player and express as much of our history and feelings in music that we love. jl has produced a non expensive gift giving advert without theatrics and not even a major push on their stores. its not an advert screaming john lewis and partners...its a christmas advert that pulls at heart strings, makes you smile, makes you think.... yeah, you got it right. followed by..... i think im getting in the mood for christmas.... i wonder how mum and dad are? :)"
@daleingham4657,Where is the blended family?,2025-11-04 11:10:43+00:00,0,where is the blended family?
@Bacon0oo0,a none blended family on an advert!??! lol,2025-11-04 11:06:40+00:00,7,a none blended family on an advert!??! lol
@MrAnderson321,"Finally, John Lewis hits the spot. 
Let the Christmas spirit begin! 🎄",2025-11-04 11:06:10+00:00,227,"finally, john lewis hits the spot. let the christmas spirit begin!"
